2001225	20260201	202602	2026	2026.087671	CIVIR	Civilians	IR					CIV			GOVIR	Government	IR					GOV			1	1412	141	14	3	-5.8	59	11	44	-3.78	3	Mashhad, Razavi Khorasan, Iran	IR	IR-30		36.2605	59.6168	IR-958961	3	Mashhad, Razavi Khorasan, Iran	IR	IR-30		36.2605	3	Mashhad, Razavi Khorasan, Iran	IR	IR-30	36.2605	59.6168	IR-1394773	20260201	https://example.com/ir/20260201/2001225
2001350	20260201	202602	2026	2026.087671	CIVNZ	Civilians	NZ					CIV			GOVNZ	Government	NZ					GOV			1	1411	141	14	1	-0.3	5	1	19	-1.4	3	Auckland, Auckland, New Zealand	NZ	NZ-AUK		-36.8485	174.7633	NZ-121783	3	Auckland, Auckland, New Zealand	NZ	NZ-AUK		-36.8485	3	Auckland, Auckland, New Zealand	NZ	NZ-AUK	-36.8485	174.7633	NZ-9107980	20260201	https://example.com/nz/20260201/2001350
2001284	20260201	202602	2026	2026.087671	CIVBR	Civilians	BR					CIV			GOVBR	Government	BR					GOV			1	1412	141	14	3	-2.5	76	17	19	-0.83	3	Rio de Janeiro, Rio de Janeiro, Brazil	BR	BR-RJ		-22.9068	-43.1729	BR-247290	3	Rio de Janeiro, Rio de Janeiro, Brazil	BR	BR-RJ		-22.9068	3	Rio de Janeiro, Rio de Janeiro, Brazil	BR	BR-RJ	-22.9068	-43.1729	BR-2140916	20260201	https://example.com/br/20260201/2001284
2001310	20260201	202602	2026	2026.087671	CIVIN	Civilians	IN					CIV			GOVIN	Government	IN					GOV			1	141	141	14	3	-2.1	44	16	31	0.75	3	Bengaluru, Karnataka, India	IN	IN-KA		12.9716	77.5946	IN-369338	3	Bengaluru, Karnataka, India	IN	IN-KA		12.9716	3	Bengaluru, Karnataka, India	IN	IN-KA	12.9716	77.5946	IN-3150815	20260201	https://example.com/in/20260201/2001310
2001277	20260201	202602	2026	2026.087671	CIVMX	Civilians	MX					CIV			GOVMX	Government	MX					GOV			1	1413	141	14	3	-3.9	5	25	26	-5.59	3	Guadalajara, Jalisco, Mexico	MX	MX-JAL		20.6597	-103.3496	MX-528645	3	Guadalajara, Jalisco, Mexico	MX	MX-JAL		20.6597	3	Guadalajara, Jalisco, Mexico	MX	MX-JAL	20.6597	-103.3496	MX-6932624	20260201	https://example.com/mx/20260201/2001277
2001320	20260201	202602	2026	2026.087671	CIVZA	Civilians	ZA					CIV			GOVZA	Government	ZA					GOV			1	141	141	14	2	-1.0	4	18	46	-1.17	3	Johannesburg, Gauteng, South Africa	ZA	ZA-GP		-26.2041	28.0473	ZA-464510	3	Johannesburg, Gauteng, South Africa	ZA	ZA-GP		-26.2041	3	Johannesburg, Gauteng, South Africa	ZA	ZA-GP	-26.2041	28.0473	ZA-6151115	20260201	https://example.com/za/20260201/2001320
2001314	20260201	202602	2026	2026.087671	CIVZA	Civilians	ZA					CIV			GOVZA	Government	ZA					GOV			1	1412	141	14	3	-1.9	21	11	28	-3.19	3	Durban, KwaZulu-Natal, South Africa	ZA	ZA-KZN		-29.8587	31.0218	ZA-252275	3	Durban, KwaZulu-Natal, South Africa	ZA	ZA-KZN		-29.8587	3	Durban, KwaZulu-Natal, South Africa	ZA	ZA-KZN	-29.8587	31.0218	ZA-1574205	20260201	https://example.com/za/20260201/2001314
2001226	20260201	202602	2026	2026.087671	CIVIR	Civilians	IR					CIV			GOVIR	Government	IR					GOV			1	1412	141	14	4	-7.8	58	1	29	-3.57	3	Isfahan, Isfahan, Iran	IR	IR-04		32.6546	51.668	IR-766876	3	Isfahan, Isfahan, Iran	IR	IR-04		32.6546	3	Isfahan, Isfahan, Iran	IR	IR-04	32.6546	51.668	IR-1597521	20260201	https://example.com/ir/20260201/2001226
2001312	20260201	202602	2026	2026.087671	CIVZA	Civilians	ZA					CIV			GOVZA	Government	ZA					GOV			1	1411	141	14	2	-2.9	26	5	15	0.47	3	Johannesburg, Gauteng, South Africa	ZA	ZA-GP		-26.2041	28.0473	ZA-879286	3	Johannesburg, Gauteng, South Africa	ZA	ZA-GP		-26.2041	3	Johannesburg, Gauteng, South Africa	ZA	ZA-GP	-26.2041	28.0473	ZA-2590298	20260201	https://example.com/za/20260201/2001312
2001335	20260201	202602	2026	2026.087671	CIVJP	Civilians	JP					CIV			GOVJP	Government	JP					GOV			1	1411	141	14	2	0.0	19	16	15	0.16	3	Osaka, Osaka, Japan	JP	JP-27		34.6937	135.5023	JP-797962	3	Osaka, Osaka, Japan	JP	JP-27		34.6937	3	Osaka, Osaka, Japan	JP	JP-27	34.6937	135.5023	JP-5458615	20260201	https://example.com/jp/20260201/2001335
