2000055	20260124	202601	2026	2026.065753	CIVFR	Civilians	FR					CIV			GOVFR	Government	FR					GOV			1	1413	141	14	4	-3.6	66	1	23	-3.76	3	Marseille, Provence-Alpes-Cote d'Azur, France	FR	FR-PAC		43.2965	5.3698	FR-508930	3	Marseille, Provence-Alpes-Cote d'Azur, France	FR	FR-PAC		43.2965	3	Marseille, Provence-Alpes-Cote d'Azur, France	FR	FR-PAC	43.2965	5.3698	FR-8030010	20260124	https://example.com/fr/20260124/2000055
2000062	20260124	202601	2026	2026.065753	CIVMX	Civilians	MX					CIV			GOVMX	Government	MX					GOV			1	141	141	14	3	-1.6	79	1	20	-1.68	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH		31.6904	-106.4245	MX-493537	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH		31.6904	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH	31.6904	-106.4245	MX-7654757	20260124	https://example.com/mx/20260124/2000062
2000014	20260124	202601	2026	2026.065753	CIVIR	Civilians	IR					CIV			GOVIR	Government	IR					GOV			1	141	141	14	3	-6.5	43	21	33	-1.43	3	Shiraz, Fars, Iran	IR	IR-07		29.5918	52.5837	IR-260263	3	Shiraz, Fars, Iran	IR	IR-07		29.5918	3	Shiraz, Fars, Iran	IR	IR-07	29.5918	52.5837	IR-7273233	20260124	https://example.com/ir/20260124/2000014
2000076	20260124	202601	2026	2026.065753	CIVMX	Civilians	MX					CIV			GOVMX	Government	MX					GOV			1	1412	141	14	4	-4.9	15	8	8	-1.81	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH		31.6904	-106.4245	MX-536390	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH		31.6904	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH	31.6904	-106.4245	MX-4786401	20260124	https://example.com/mx/20260124/2000076
2000072	20260124	202601	2026	2026.065753	CIVMX	Civilians	MX					CIV			GOVMX	Government	MX					GOV			1	1413	141	14	3	-4.6	40	24	38	1.32	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH		31.6904	-106.4245	MX-650121	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH		31.6904	3	Ciudad Juarez, Chihuahua, Mexico	MX	MX-CHH	31.6904	-106.4245	MX-5747930	20260124	https://example.com/mx/20260124/2000072
2000009	20260124	202601	2026	2026.065753	CIVIR	Civilians	IR					CIV			GOVIR	Government	IR					GOV			1	1412	141	14	4	-4.8	32	21	32	-3.03	3	Isfahan, Isfahan, Iran	IR	IR-04		32.6546	51.668	IR-774079	3	Isfahan, Isfahan, Iran	IR	IR-04		32.6546	3	Isfahan, Isfahan, Iran	IR	IR-04	32.6546	51.668	IR-8698256	20260124	https://example.com/ir/20260124/2000009
2000081	20260124	202601	2026	2026.065753	CIVBR	Civilians	BR					CIV			GOVBR	Government	BR					GOV			1	1412	141	14	3	-2.3	61	4	30	-0.83	3	Sao Paulo, Sao Paulo, Brazil	BR	BR-SP		-23.5505	-46.6333	BR-833723	3	Sao Paulo, Sao Paulo, Brazil	BR	BR-SP		-23.5505	3	Sao Paulo, Sao Paulo, Brazil	BR	BR-SP	-23.5505	-46.6333	BR-7752972	20260124	https://example.com/br/20260124/2000081
2000091	20260124	202601	2026	2026.065753	CIVBR	Civilians	BR					CIV			GOVBR	Government	BR					GOV			1	1413	141	14	2	-1.9	8	15	36	-1.85	3	Brasilia, Distrito Federal, Brazil	BR	BR-DF		-15.7975	-47.8919	BR-299869	3	Brasilia, Distrito Federal, Brazil	BR	BR-DF		-15.7975	3	Brasilia, Distrito Federal, Brazil	BR	BR-DF	-15.7975	-47.8919	BR-9526867	20260124	https://example.com/br/20260124/2000091
2000051	20260124	202601	2026	2026.065753	CIVFR	Civilians	FR					CIV			GOVFR	Government	FR					GOV			1	1413	141	14	3	-2.9	75	15	11	-0.42	3	Lyon, Auvergne-Rhone-Alpes, France	FR	FR-ARA		45.764	4.8357	FR-597732	3	Lyon, Auvergne-Rhone-Alpes, France	FR	FR-ARA		45.764	3	Lyon, Auvergne-Rhone-Alpes, France	FR	FR-ARA	45.764	4.8357	FR-8550917	20260124	https://example.com/fr/20260124/2000051
2000071	20260124	202601	2026	2026.065753	CIVMX	Civilians	MX					CIV			GOVMX	Government	MX					GOV			1	141	141	14	3	-4.5	29	11	8	-0.43	3	Guadalajara, Jalisco, Mexico	MX	MX-JAL		20.6597	-103.3496	MX-899213	3	Guadalajara, Jalisco, Mexico	MX	MX-JAL		20.6597	3	Guadalajara, Jalisco, Mexico	MX	MX-JAL	20.6597	-103.3496	MX-4106298	20260124	https://example.com/mx/20260124/2000071
